,print_key
115.53-3-59,3
166.25-1-11,3
261.44-3-23,3
180.55-2-4,3
319.53-4-10,3
152.-1-1.3,3
165.46-2-7,3
185.-1-14.2,3
192.12-1-63,3
184.-1-15.3,3
114.84-1-9,3
332.000-1-14,3
322.000-1-85,3
230.53-1-45,3
322.000-1-47.52,3
161.-2-15,3
190.12-5-27,3
318.53-2-29,3
323.000-2-5.1,3
180.10-3-43,3
76.2-1-4,3
105.-1-4,3
305.010-1-38,3
318.56-1-43,3
183.2-1-9,3
18.004-2-27.2,3
190.7-5-30,3
160.-1-4.2,3
114.75-2-10,3
161.-2-5,3
160.-1-6,3
307.13-2-13,3
147.-1-4,3
37.70-2-14,3
350.017-1-31,3
203.9-4-13,3
330.30-2-43,3
318.72-2-53,3
256.17-1-22,3
259.10-1-34,3
80.-1-45,3
188.-1-84,3
290.-1-15,3
210.017-2-33,3
146.2-1-24,3
201.003-2-26.12,3
255.20-2-2,3
165.74-2-59,3
207.14-4-13,3
203.64-1-33,3
170.-1-12,3
139.-1-26.1,3
203.-1-4,3
216.33-2-13,3
99.-2-29.120,3
329.15-3-59,3
318.46-1-3,3
329.8-6-47,3
151.20-1-9,3
166.54-1-39,3
166.37-1-36,3
142.002-7-8.2,3
318.37-1-63,3
50.30-1-21.1,3
256.17-3-14,3
165.68-4-401,3
200.-1-25.2,3
185.-3-26,3
110.-1-71,3
103.000-1-6.1,3
154.016-1-6,3
199.-2-6.6,3
71.001-3-18.3,3
203.9-4-63,3
317.015-2-56,3
185.-3-58,3
216.22-1-45,3
42.255-12-2.000,3
166.14-4-3,3
190.7-1-37,3
319.54-2-49,3
318.22-2-15,3
203.64-1-19,3
329.020-8-78,3
216.24-2-35,3
285.-1-5,3
172.-2-2.7,3
164.-1-47,3
221.11-6-40.14,3
340.001-1-3,3
211.000-3-18.1,3
112.41-2-11,3
165.58-1-31,3
121.000-2-8.4,3
44.-1-22,3
51.17-1-3,3
166.45-3-9,3
328.011-2-4,3
190.38-3-108,3
194.-1-20,3
117.004-1-7.11,3
104.3-1-9,3
165.50-1-82.11,3
42.238-1-5.000,3
307.13-1-30,3
166.14-3-60,3
165.75-1-25,3
329.8-6-9,3
316.020-1-11.5,3
72.-2-25,3
398.000-2-7.1,3
197.-1-21,3
216.39-3-7,3
166.13-2-45,3
193.20-1-13.54,3
165.43-3-3,3
329.12-1-45,3
392.010-3-4,3
60.-3-23,3
185.001-2-21,3
171.004-1-35,3
328.015-2-6,3
391.000-1-55.2,3
112.49-4-24,3
125.-2-40.21,3
261.59-1-10,3
176.-1-6.3,3
328.008-1-9,3
138.-1-69,3
212.-1-22,3
100.000-1-6.2,3
230.000-2-2,3
218.-1-8,3
165.51-1-48,3
279.-6-16,3
216.38-1-3,3
177.9-1-23,3
283.-2-17.1,3
165.52-5-511,3
129.-1-3,3
178.36-3-23,3
198.-2-1,3
42.272-1-14.000,3
98.81-3-3,3
166.69-2-27,3
165.76-4-8,3
60.-3-18,3
199.-2-6.2,3
209.5-3-8,3
190.24-2-4,3
98.67-2-20,3
259.6-2-16,3
257.-2-39,3
97.-1-13.100,3
113.048-3-6.110,3
221.12-1-36,3
138.-1-35.1,3
155.-2-10.8,3
146.9-1-34,3
9.060-5-22,3
330.34-3-57,3
37.62-2-43,3
185.-3-60,3
98.75-2-2,3
59.012-2-24,3
178.44-3-11.1,3
165.49-2-20,3
329.16-3-34,3
194.000-2-20.9,3
50.30-1-51,3
318.47-1-53,3
193.000-1-34,3
248.000-2-47.2,3
193.20-1-13.51,3
207.14-5-23,3
165.66-3-26,3
98.57-1-11,3
190.9-2-14.2,3
96.15-1-3.300,3
329.020-7-59,3
262.61-3-5,3
154.6-6-10,3
329.010-2-38,3
166.69-3-25,3
62.002-1-3.1,3
272.-2-19.1,3
169.-1-32,3
280.-2-17.2,3
337.019-5-30,3
257.-1-1,3
147.-1-4.17,3
216.000-1-30.2,3
249.000-2-4,3
146.9-1-33,3
177.15-1-30,3
154.12-2-20,3
340.000-4-7.2,3
112.65-1-4,3
26.2-3-11.000,3
221.20-3-60,3
230.10-1-9,3
258.15-3-30,3
166.62-1-10,3
201.000-1-32,3
128.-1-4.2,3
261.60-5-24,3
166.21-1-4,3
59.012-2-78,3
50.22-1-9,3
32.198-1-31.000,3
37.70-1-39,3
37.78-2-36,3
137.-2-10.221,3
96.3-1-55.000,3
221.20-3-13,3
279.2-2-9,3
237.6-2-30,3
203.11-1-40,3
66.009-1-3,3
203.9-3-62.2,3
112.002-1-34.1,3
317.015-2-33,3
166.69-5-18,3
207.10-3-62,3
216.9-1-6,3
32.230-1-7.000,3
329.12-1-43,3
112.46-1-13,3
67.000-1-30,3
163.6-1-14,3
211.002-2-20,3
17.-1-37,3
319.8-1-11,3
8.-1-1.1,3
56.015-1-36,3
198.6-3-11,3
190.9-3-2.1,3
262.003-1-7,3
286.11-1-8,3
490.67-4-13,3
153.17-1-9,3
165.75-3-407,3
207.15-4-25,3
9.068-13-34,3
166.14-2-53,3
166.14-3-1.2,3
165.76-3-8,3
256.-5-30.32,3
328.015-1-8,3
166.11-2-4,3
203.13-4-37,3
149.-1-28,3
480.72-1-1,3
339.001-3-12,3
49.44-2-48,3
148.-2-24.2,3
32.198-2-7.000,3
212.000-2-3,3
128.-1-17,3
203.13-4-12,3
98.65-5-3,3
177.-1-4.1,3
190.18-1-7,3
125.-2-41.115,3
58.-1-75,3
263.7-2-39,3
64.067-4-18,3
113.2-1-12,3
164.-1-14,3
59.021-2-27,3
330.16-1-15,3
236.019-7-21,3
272.-1-12,3
330.9-1-22,3
42.221-3-2.000,3
73.59-2-27,3
248.20-1-5,3
157.63-3-10,3
140.-1-28,3
270.-1-26.10,3
99.-3-18,3
105.-1-1,3
236.020-1-9.1,3
228.13-1-13.1,3
238.-2-4,3
120.26-2-78,3
457.36-1-8,3
228.62-1-219,3
113.81-2-31,3
221.6-2-27,3
104.-1-16.1,3
104.-1-64.2,3
99.-1-16,3
138.-1-15,3
355.000-2-50,3
64.051-4-34,3
329.20-2-38,3
447.62-1-10,3
178.44-3-26.1,3
45.-1-23.321,3
218.-1-5,3
64.068-1-2,3
64.057-2-1,3
260.003-0001-019.005,3
118.3-1-58.2,3
252.007-2-29,3
113.1-1-25.5,3
64.035-3-14,3
157.71-2-8,3
446.68-1-1,3
58.-1-13,3
238.-2-86,3
165.50-3-4,3
157.-1-4,3
163.6-1-8,3
64.050-1-36,3
64.075-2-11,3
228.62-1-213,3
230.6-1-74,3
349.000-1-4,3
192.8-1-83,3
73.15-1-7,3
120.24-5-1,3
229.-2-47,3
146.9-1-22,3
204.-1-23,3
113.-1-13,3
230.46-1-29,3
120.24-6-21,3
107.20-5-16,3
105.-1-15.14,3
297.000-1-12.3,3
446.76-7-29,3
155.-1-30,3
154.18-2-32,3
318.84-2-8,3
137.-2-39,3
64.067-7-11,3
220.-1-3.131,3
217.6-1-20,3
160.-2-22.123,3
120.26-3-38,3
240.9-1-45,3
446.76-4-3,3
145.-1-93,3
171.001-1-53,3
93.-1-12.1,3
249.8-1-3,3
152.-2-34,3
64.059-10-34,3
205.011-0003-075,3
103.8-2-7,3
169.-1-2,3
286.-1-25.1,3
170.001-1-37,3
269.-1-21,3
150.-1-67,3
99.9-1-6,3
171.003-3-53,3
33.79-1-21.000,3
98.-3-22,3
120.24-2-28,3
309.016-1-6.2,3
216.47-2-7,3
86.-3-3.11,3
112.6-1-17,3
237.-1-6,3
446.67-9-17.100,3
358.008-1-11,3
112.10-7-25,3
64.075-3-1,3
139.-1-29,3
300.000-3-3.1,3
181.-2-25,3
73.43-3-24.11,3
230.61-1-53,3
301.20-3-35,3
094.3-1-18,3
256.-1-7,3
90.002-2-26.1,3
154.-1-14.1,3
171.-2-19.100,3
242.025-0002-013,3
42.174-5-4.000,3
165.75-3-511,3
337.000-2-31,3
226.-1-30.211,3
184.2-1-20,3
215.-1-46,3
228.10-1-2,3
84.000-3-2,3
184.-1-10,3
220.-1-84,3
103.004-2-22.2,3
42.111-2-4.000,3
247.-2-14.100,3
119.002-2-22.2,3
90.004-2-23,3
104.4-1-65.000,3
094.38-1-42,3
155.-1-29,3
297.13-1-6,3
249.43-1-41,3
206.6-2-33,3
168.7-1-1,3
48.071-7-40,3
242.006-0003-098,3
90.003-1-16.1,3
180.-2-11,3
137.-1-26.2,3
85.-2-14.600,3
217.8-1-7,3
367.000-1-50.9,3
353.-2-65,3
074.3-1-10.1,3
309.4-3-15,3
270.20-3-7,3
151.-2-8.3,3
229.7-1-17,3
240.2-1-2,3
228.62-1-214,3
223.019-0005-048,3
248.20-1-14,3
302.20-21-12,3
193.6-1-44,3
59.022-13-10,3
155.-1-16,3
182.-1-20,3
237.-1-9,3
206.9-2-76,3
217.000-2-18.3,3
48.058-1-4,3
103.-1-33,3
177.15-1-4,3
203.-1-1,3
165.68-4-302,3
222.000-0002-009,3
239.16-2-20,3
211.17-2-27,3
239.-1-56,3
270.-1-6,3
42.237-14-13.000,3
170.-1-43,3
327.003-1-31,3
74.22-1-1,3
42.066-6-35,3
165.59-7-38,3
479.-1-12.500,3
201.-1-7,3
64.043-3-51,3
59.022-7-26,3
170.30-2-29.111,3
150.-3-2,3
183.-3-10.12,3
229.60-1-58,3
157.71-4-8,3
166.37-2-59,3
210.20-4-8,3
42.074-8-11.1,3
248.-2-8.1,3
248.14-2-38,3
163.000-1-8.5,3
230.39-1-42,3
126.-1-28,3
239.34-1-7,3
239.-2-57,3
48.073-4-1.1,3
228.13-3-2,3
239.11-2-40,3
211.003-1-17.13,3
329.12-2-37.2/104,3
165.66-2-88.2,3
339.015-3-38,3
169.-1-26.3,3
108.59-3-15.1,3
234.-3-4,3
239.15-1-4,3
229.81-1-14,3
178.44-4-29,3
230.-1-58,3
318.23-3-74,3
239.16-2-65,3
221.000-1-3.2,3
108.44-1-47,3
108.44-2-11,3
113.72-3-74,3
96.-1-5.18,3
177.15-1-16,3
111.4-1-38.1,3
20.20-1-43.000,3
261.000-3-17,3
204.-1-4.4,3
240.13-1-31,3
190.12-1-37,3
328.012-3-30,3
111.1-2-2.1,3
307.10-3-46,3
132.001-2-4.1,3
133.-2-1,3
111.1-2-20.1,3
132.001-2-5.22,3
48.064-2-15,3
239.16-2-67,3
244.-3-4,3
230.39-1-21,3
142.-2-12.1,3
97.-2-36,3
163.5-1-4,3
48.071-3-31,3
104.78-3-22,3
133.-2-26,3
129.19-2-19,3
98.-1-25.42,3
155.-1-12.12,3
103.12-2-24,3
317.011-3-94,3
185.004-1-1.2,3
59.023-2-33,3
117.13-1-13,3
481.-3-7.300,3
120.37-3-32,3
117.14-11-16,3
178.44-2-25,3
121.-1-7,3
142.11-1-1,3
165.35-2-14.2,3
221.8-7-205,3
42.239-3-31.000,3
42.206-1-8.000,3
190.7-3-30,3
165.50-1-79,3
280.-1-6,3
190.9-3-6.1,3
119.35-1-71,3
117.-5-23,3
117.14-11-15,3
458.45-2-3,3
165.13-2-52,3
41.-1-65,3
119.44-7-20,3
310.000-1-55.3,3
262.37-4-44,3
112.-1-70,3
163.5-1-21,3
117.14-8-13,3
129.6-1-28,3
129.7-1-5,3
42.26-2-8.000,3
175.16-1-8,3
119.25-1-22,3
139.-1-50.2,3
237.5-6-17,3
319.62-3-6,3
111.2-1-67,3
279.-3-96,3
207.13-2-33,3
137.-2-42,3
330.8-4-9,3
446.-1-27,3
166.20-1-22,3
54.042-1-10,3
162.-1-16,3
105.-1-15,3
112.73-3-57,3
219.19-1-4,3
221.8-3-8,3
323.000-2-3.20,3
230.45-1-55,3
334.2-1-6,3
118.-1-25,3
364.000-1-72,3
48.080-5-37,3
55.-1-1.2,3
44.-1-6.2,3
166.46-1-12,3
177.20-9-2,3
170.-1-38.200,3
33.18-1-6,3
103.12-2-26,3
122.-1-6.600,3
190.8-3-15,3
329.20-2-62,3
120.2-7-30.200,3
230.47-1-53,3
230.17-4-22,3
120.2-4-13,3
56.001-2-24,3
111.1-1-22.2,3
119.35-7-9,3
246.000-2-50,3
207.14-3-77,3
111.37-1-1,3
239.15-2-12,3
112.82-3-68,3
292.004-1-56,3
181.-3-10.3,3
190.7-1-22,3
329.12-8-18,3
317.16-4-26,3
154.19-2-28,3
48.079-4-9,3
193.-1-18.1,3
98.-2-27,3
232.-2-30,3
161.-1-94,3
171.14-1-46,3
163.18-3-30,3
165.84-1-22,3
132.-1-60,3
171.10-3-21,3
297.000-1-21,3
177.15-1-43,3
147.-1-75,3
230.53-1-12,3
447.61-2-6,3
154.17-1-11,3
244.-1-5,3
44.-2-7.131,3
170.002-2-6,3
277.002-3-21,3
60.-1-3.2,3
329.8-4-10,3
75.001-2-8.12,3
120.-4-3,3
99.-3-11,3
63.002-1-7,3
53.2-2-1.300,3
195.3-4-10,3
134.16-8-17,3
63.003-1-23,3
229.60-1-61,3
120.24-5-56,3
120.24-4-76,3
54.003-1-23.11,3
160.-2-15,3
76.004-1-52,3
161.-1-73.311,3
134.-1-58,3
501.21-1-10,3
98.-2-60,3
42.003-2-42,3
178.41-3-39,3
192.8-1-2,3
229.76-2-20,3
48.071-11-27,3
207.20-3-10,3
166.6-1-3,3
64.004-1-12,3
240.-2-25,3
180.53-1-14,3
307.9-3-23.1,3
53.27-1-10.000,3
187.000-2-54.1,3
42.239-4-10.000,3
177.20-3-32,3
73.19-1-10,3
111.-2-18.13,3
179.8-1-19,3
142.-1-58,3
239.004-2-27,3
240.17-1-15,3
209.-1-1.29,3
331.29-2-66,3
205.007-0001-065.005,3
53.002-2-18.1,3
187.-2-6.1,3
165.14-3-16,3
100.-1-63,3
116.7-2-15,3
270.-2-27,3
155.-1-57,3
112.-2-3,3
205.011-0003-069,3
129.-1-37,3
117.18-3-8,3
203.4-4-35.1,3
283.000-1-13,3
177.6-3-7,3
239.16-2-68,3
117.10-4-10,3
178.52-2-1.12,3
165.-1-29,3
120.37-3-50,3
192.-5-48,3
163.10-2-40,3
142.-1-44,3
120.46-3-9,3
180.61-1-4,3
196.-1-14.10,3
164.20-2-6,3
221.20-3-41,3
278.000-1-88,3
365.000-1-7.4,2
223.019-0005-026,2
242.025-0002-042,2
292.002-1-8,2
223.019-0004-073,2
242.044-0002-019,2
329.006-3-29,2
329.014-2-20,2
222.000-0001-049.001,2
329.018-6-56,2
223.009-0001-040,2
242.006-0001-017,2
223.020-0006-048,2
224.017-0002-055,2
242.034-0001-053,2
223.016-0005-022,2
242.043-0003-010,2
242.025-0001-029,2
223.019-0001-013,2
242.044-0001-026,2
242.036-0001-007,2
328.012-3-38,2
242.040-0001-063,2
243.010-0001-019,2
339.008-3-52,2
317.014-4-47,2
278.001-1-36,2
339.020-1-25,2
329.009-2-17,2
246.000-2-61.1,2
339.007-1-28,2
247.000-2-28,2
223.020-0001-073,2
224.017-0004-016,2
293.003-1-30,2
262.000-1-53.2,2
242.042-0002-046,2
317.014-6-4,2
188.000-0001-001.001,2
263.000-1-11,2
22.018-2-34.1,2
186.001-1-53,2
318.62-2-21,2
55.000-1-6.3,2
318.22-3-21,2
331.23-1-71,2
319.61-2-1,2
307.002-1-36,2
307.002-1-31.1,2
266.000-1-9.2,2
307.006-1-32,2
306.11-1-19,2
294.000-2-24,2
307.006-2-81,2
308.17-1-10,2
330.30-1-4,2
330.9-3-16,2
329.15-6-23,2
294.004-1-47,2
330.34-1-21,2
329.8-5-1,2
307.006-1-4,2
71.000-1-18.3,2
329.11-5-9,2
244.003-2-21,2
330.33-3-2,2
330.12-7-4,2
329.8-2-79,2
329.12-5-16,2
244.003-1-48,2
319.62-2-79,2
192.000-1-69,2
244.002-1-21,2
318.84-2-10,2
260.000-1-20,2
319.63-4-60,2
225.000-1-24,2
72.000-1-22,2
329.8-5-30,2
307.16-3-12,2
330.9-3-10,2
53.000-1-17.1,2
318.78-1-16,2
307.9-3-40,2
90.000-1-1.5,2
330.29-1-42,2
330.34-1-34,2
293.020-1-1,2
330.34-4-20,2
330.34-3-78,2
128.018-2-10,2
128.013-2-6,2
319.53-2-50,2
400.000-1-29,2
48.000-1-8,2
16.000-1-35,2
317.16-1-13,2
67.003-1-57,2
34.000-1-1.1,2
17.000-1-15.3,2
33.005-2-19,2
33.006-1-50,2
22.017-2-82,2
22.017-2-39,2
33.006-3-38,2
33.005-1-61,2
33.006-1-45.2,2
33.006-4-50,2
307.5-1-35,2
318.33-3-6,2
128.017-1-76,2
107.000-1-20.4,2
265.000-1-23.6,2
307.006-2-12,2
318.73-4-58,2
307.005-6-49,2
307.5-2-10,2
91.000-1-15.1,2
127.000-1-65,2
318.48-3-49,2
307.9-5-18,2
128.013-1-3,2
109.000-2-31.4,2
319.62-5-62,2
330.25-2-50,2
319.72-1-46,2
107.000-1-20.3,2
108.000-1-29.9,2
329.15-3-31,2
128.005-1-27,2
318.54-1-67,2
245.000-1-29,2
187.004-1-29,2
348.000-1-16,2
318.76-2-58,2
318.75-3-48,2
327.006-1-17,2
330.8-3-39,2
347.002-2-69.2,2
317.12-1-28,2
337.012-1-5,2
328.003-1-4,2
329.8-4-44,2
337.000-1-5,2
355.000-1-14,2
347.002-3-24,2
308.17-5-49,2
337.014-3-22,2
338.000-2-5.1,2
330.12-2-42,2
337.016-1-4,2
355.000-1-19,2
318.62-1-3,2
330.29-1-29,2
337.018-6-8,2
317.12-1-91,2
319.71-1-16,2
224.001-0001-027,2
133.000-1-9.2,2
260.003-0001-053,2
223.005-0001-005,2
221.000-0001-033.001,2
258.004-0001-008,2
188.002-3-56,2
205.007-0001-003,2
188.001-4-83,2
186.000-3-21.2,2
188.001-4-38.1,2
188.002-2-7,2
188.003-0001-028,2
187.000-3-41,2
152.000-1-7.1,2
222.000-0001-080,2
327.003-1-72,2
318.57-1-14,2
307.5-1-4,2
337.020-1-13.1,2
337.015-4-7,2
337.018-5-5,2
51.000-2-55,2
5.001-2-39,2
307.15-4-17,2
67.002-1-40,2
2.003-3-31,2
318.62-2-20,2
25.000-1-7.17,2
306.12-1-40,2
51.000-2-31,2
50.003-2-10,2
13.003-4-76,2
329.12-5-7,2
318.84-2-5,2
330.33-1-72,2
329.11-5-54,2
36.000-1-46.2,2
307.15-5-17,2
317.12-1-52,2
318.60-2-26,2
244.002-2-33,2
50.003-1-72,2
18.000-1-8.9,2
318.77-1-29,2
14.000-1-16,2
85.004-1-12,2
330.16-1-7,2
308.13-1-7,2
318.71-3-6,2
331.24-3-11,2
317.20-2-49,2
319.62-3-19,2
318.50-1-18,2
50.003-1-42,2
19.001-1-1.1,2
329.8-4-89,2
307.15-1-92,2
329.11-1-40,2
85.004-1-65,2
38.000-1-12,2
331.21-3-39,2
85.004-1-62,2
8.003-2-13,2
67.001-2-10.2,2
207.19-2-44,2
224.017-0002-009,2
323.000-2-40.5,2
321.008-3-51,2
334.004-1-26.1,2
322.000-1-47.54,2
323.000-2-42,2
322.000-1-63,2
324.000-1-28,2
313.000-3-1.7,2
313.000-3-8.3,2
334.000-1-33,2
267.011-1-15,2
332.000-1-25,2
323.000-2-11.2,2
342.000-1-3.2,2
325.000-2-10,2
323.000-1-17.7,2
334.004-2-25,2
325.000-2-3.5,2
344.000-1-16.4,2
322.000-1-79,2
255.000-1-29,2
323.000-1-11,2
270.000-1-6.1,2
286.003-3-17,2
299.001-1-25,2
252.011-1-4,2
271.000-3-50.1,2
309.016-1-24,2
267.015-1-5,2
256.000-3-5.2,2
284.000-1-6.4,2
297.013-1-33.2,2
286.003-2-27,2
285.004-2-52,2
297.013-1-36,2
286.000-1-8,2
298.002-2-34,2
286.000-2-50,2
286.003-1-26,2
309.015-1-27,2
252.015-1-30,2
321.008-3-23,2
321.008-3-67,2
252.015-3-14,2
332.011-1-24,2
333.000-1-50.2,2
334.004-1-1,2
335.000-3-18.2,2
324.000-2-15.9,2
334.000-1-22.3,2
322.015-1-71,2
332.006-2-68.2,2
322.019-1-62,2
322.019-2-45,2
333.000-1-34.4,2
322.015-1-63,2
322.018-1-88,2
332.011-1-26,2
322.015-1-67,2
332.011-1-64,2
332.007-4-38,2
322.019-1-21,2
322.019-1-31,2
322.000-1-47.28,2
321.008-3-54,2
324.000-1-47,2
334.004-1-22.1,2
312.000-1-35.4,2
321.008-3-38,2
334.004-1-48,2
324.000-2-40.2,2
345.000-2-4.1,2
322.000-2-21,2
322.000-1-47.32,2
334.004-2-3.3,2
324.000-2-32,2
322.000-2-33,2
324.000-1-34.4,2
312.000-1-35.5,2
334.004-1-47,2
323.000-1-38,2
324.000-1-46,2
322.000-1-73,2
334.000-1-8,2
335.000-3-38.3,2
287.000-3-6,2
286.000-2-28.1,2
322.019-2-74,2
236.019-2-16,2
236.019-2-21,2
236.016-2-18,2
236.020-2-20,2
236.019-5-2,2
236.020-3-8,2
236.020-1-9.4,2
236.016-1-8,2
252.007-3-49,2
236.015-2-46,2
236.020-1-45,2
252.007-5-12,2
236.020-2-11,2
236.019-6-19,2
252.007-4-50,2
236.019-4-3,2
236.019-3-20,2
236.019-4-6,2
236.020-3-5,2
236.016-3-21.10,2
236.019-2-20,2
236.019-1-30,2
218.000-1-38.10,2
218.000-1-76.1,2
219.000-2-10.2,2
200.000-1-54.4,2
215.018-1-42,2
236.000-1-4.3,2
217.014-1-11.3,2
236.006-1-2,2
163.000-1-8.2,2
217.014-1-10,2
252.007-4-23,2
217.018-1-17,2
199.000-1-26,2
217.000-2-5,2
198.000-2-27.2,2
252.007-4-76,2
236.016-2-31,2
252.007-4-14,2
236.020-3-7,2
236.020-2-2.3,2
236.020-2-7,2
297.001-1-14.4,2
252.015-2-72,2
298.002-2-38,2
252.011-1-8.1,2
271.000-3-4.8,2
240.000-2-26,2
240.000-2-7.6,2
296.016-1-40,2
256.000-2-35,2
310.000-3-58.1,2
298.002-2-30,2
298.000-1-64,2
254.000-1-38.5,2
297.013-1-18.2,2
252.011-2-39,2
255.000-1-23.4,2
255.000-1-20.1,2
269.000-1-18,2
252.015-1-20,2
252.015-2-60,2
298.000-1-37,2
252.012-1-4,2
286.000-2-24.1,2
296.004-2-14,2
267.015-1-1,2
298.002-2-50,2
296.012-1-23,2
309.016-1-13,2
252.011-1-25,2
296.002-1-18.2,2
252.015-1-24,2
286.003-2-35,2
239.004-2-32,2
283.000-1-57.3,2
297.003-1-4,2
298.002-1-24,2
309.015-1-28,2
286.000-2-63,2
298.002-3-8,2
284.000-1-46.4,2
267.015-1-2,2
267.014-1-6,2
332.006-1-25,2
332.007-1-31,2
223.008-0001-091,2
392.007-2-68.1,2
391.000-1-55.8,2
404.000-1-21,2
392.007-3-33,2
392.011-1-25,2
392.010-2-13,2
392.010-1-1,2
392.011-2-15.2,2
392.011-1-13,2
392.010-1-25,2
391.000-1-40,2
392.011-2-26,2
392.011-2-35,2
392.011-1-35,2
392.010-2-19,2
392.010-1-31,2
103.000-2-13,2
104.000-1-12,2
105.000-1-7.5,2
391.000-1-42,2
391.000-1-8.10,2
122.000-1-17,2
120.000-1-16.1,2
194.015-1-26,2
194.011-1-33,2
228.005-1-25,2
210.017-1-4.1,2
228.005-2-19,2
210.017-2-23,2
157.000-1-52,2
100.000-1-5.2,2
138.000-1-14,2
84.000-3-1.1,2
139.000-1-29,2
157.000-1-18,2
159.000-4-3.1,2
100.000-1-7.2,2
84.000-3-11,2
100.000-1-6.9,2
139.000-1-26.12,2
120.000-1-16.2,2
103.002-1-8,2
86.000-1-50.1,2
159.011-1-7,2
368.010-1-26,2
359.009-1-31,2
359.009-1-26,2
368.018-3-4,2
377.000-2-48.9,2
358.000-1-77.5,2
368.010-1-44.2,2
368.010-1-8,2
358.008-1-39,2
376.000-1-21.8,2
359.013-1-32.1,2
359.009-1-34,2
368.010-1-50.1,2
367.000-1-56,2
367.000-1-65.3,2
367.000-1-43,2
368.018-3-17,2
359.017-2-33,2
368.000-2-65.11,2
368.015-1-1.2,2
387.000-2-4.3,2
105.000-1-7.9,2
104.000-1-25.14,2
85.003-1-3,2
142.002-1-9,2
123.000-1-10.1,2
86.000-1-42,2
123.000-1-36.2,2
121.000-1-15.1,2
142.002-1-7,2
160.000-2-29.2,2
104.000-1-34.14,2
86.000-1-48,2
105.000-1-8,2
122.000-1-13.2,2
123.000-1-10.5,2
123.000-1-10.6,2
123.000-1-37.4,2
142.000-1-20.1,2
105.000-1-7.4,2
85.003-1-1.4,2
194.011-1-7,2
210.000-1-29,2
322.018-1-78,2
323.020-1-25,2
323.020-1-21,2
323.016-2-39,2
323.008-1-5.1,2
323.016-1-9,2
323.016-2-47.1,2
323.016-2-72,2
323.016-3-35,2
323.016-1-7,2
323.016-3-51,2
323.012-2-68,2
321.016-2-25.2,2
321.016-1-46,2
321.012-2-37,2
321.016-1-34,2
321.016-1-33,2
321.012-2-10,2
321.016-2-14,2
321.016-1-52,2
323.016-1-8,2
323.016-2-23,2
321.016-1-45,2
332.006-2-9,2
322.015-1-2,2
322.016-1-67,2
332.006-2-43,2
332.007-1-67,2
332.006-2-27,2
332.006-2-30,2
322.019-1-3,2
322.015-2-66,2
332.007-2-70,2
332.007-1-1,2
332.006-2-62,2
332.007-1-43,2
332.007-4-32,2
332.008-1-7.9,2
332.007-2-65,2
332.011-1-60,2
332.007-3-23,2
332.007-5-27,2
321.012-2-31,2
321.016-1-68,2
211.000-2-1.6,2
247.000-1-74.3,2
177.000-1-40,2
210.000-1-34,2
248.000-2-45.1,2
247.000-1-21.2,2
195.000-1-17,2
178.006-1-15,2
193.000-1-32,2
229.000-1-72,2
178.006-1-5,2
228.000-2-28,2
211.004-1-35,2
210.000-1-36,2
178.006-2-19,2
229.000-1-42.1,2
194.000-2-20.5,2
210.000-1-60,2
194.000-2-53.5,2
178.000-1-38.1,2
230.000-2-4,2
193.000-1-10.11,2
321.016-2-17,2
210.000-1-20,2
321.012-2-5,2
229.000-1-27,2
229.000-1-37.5,2
178.006-2-27,2
227.000-1-40,2
159.000-1-48.2,2
229.000-1-18.1,2
211.004-1-10,2
249.000-2-2.9,2
194.000-2-14,2
194.000-2-30.1,2
248.000-2-42.1,2
211.002-1-21,2
227.000-1-31.4,2
211.004-1-8,2
228.000-1-49,2
211.002-2-9,2
230.000-2-9.3,2
218.001-1-23.3,2
236.007-1-46,2
217.018-1-44,2
317.006-2-19,2
305.019-5-24,2
317.009-1-2.3,2
317.010-1-18,2
317.006-1-68,2
317.010-4-39,2
317.010-2-37,2
317.010-3-41,2
305.019-6-17,2
317.010-3-75,2
316.007-2-22,2
305.019-5-4,2
317.010-4-5,2
317.006-3-16,2
317.010-4-30,2
305.019-6-48,2
305.019-6-16,2
317.010-2-41,2
305.020-1-17,2
317.006-3-4,2
291.000-1-38,2
305.019-2-18,2
291.016-3-12,2
275.000-2-54,2
305.018-3-59,2
317.005-4-18,2
304.019-1-12,2
317.007-3-21,2
316.008-2-60,2
305.013-4-90,2
304.000-1-30,2
276.000-1-39,2
317.005-4-58,2
291.012-1-4,2
316.008-2-17,2
305.017-2-31,2
305.013-3-51.1,2
304.016-1-6,2
291.000-1-60,2
304.012-3-9,2
305.017-1-28,2
305.019-3-14,2
305.020-1-10,2
275.000-2-22,2
305.009-5-39,2
317.008-1-22,2
317.008-4-8,2
305.019-2-10,2
305.020-2-3,2
305.019-3-68,2
305.015-2-40,2
318.005-10-5,2
317.008-2-38,2
305.005-2-30,2
305.019-4-6,2
292.017-2-41,2
305.009-2-16,2
305.005-2-36,2
305.010-4-34,2
305.010-2-1,2
305.005-2-28,2
305.009-5-22,2
305.010-6-34,2
317.008-6-28.1,2
318.005-9-41,2
305.015-2-23,2
305.020-3-43,2
305.020-2-49,2
317.008-2-14,2
317.008-6-62,2
305.020-1-3,2
305.019-3-47,2
318.005-10-20,2
305.020-3-56,2
317.008-3-49,2
305.020-4-16,2
305.016-1-40,2
305.020-4-17,2
305.019-1-10,2
305.016-1-17,2
317.008-3-27,2
